ACLED Actor1,ACLED Actor1 (group),ACLED Actor2,ACLED Admin1,ACLED Admin2,ACLED Admin3,ACLED Ally Actor1,ACLED Ally Actor2,ACLED CreatedOn,ACLED Event ID Cnty,ACLED Event ID No Cnty,ACLED Event SubType,ACLED Event SubTypeDesc,ACLED Event Type,ACLED Event TypeDesc,ACLED Location,ACLED Notes,ACLED Region,ACLED Source,ACLED SourceScale,ACLED Year,Geographic Area,ACLED Fatalities,ACLED Geo Precision,ACLED Geometrry,Acled Gwno,ACLED Inter1,ACLED Inter2,ACLED Interaction,ACLED Latitude,ACLED Longitude,Acled Pk,TimeFK Event Date
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Anambra,Idemili South,,,Labour Group (Nigeria),2/14/2023 9:05,NIG29916,29916,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Nnobi,"On 3 February 2023, an unidentified armed group numbering five beat up a community bank CEO whom they abducted alongside two other persons at Nnobi (Idemili South, Anambra). The CEO was escaped from the abductors who fired shots at his car windshield and tires before taking him away.",Western Africa,Daily Independent (Nigeria),National,2023,South,0,1,Point,,3,7,37,6.0469,6.9411,4162356,20230203
Unidentified Cult Militia (Nigeria),Communal militias,Civilians (Nigeria),Anambra,Awka South,,,,1/10/2023 9:05,NIG29456,29456,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Ifite-Awka,"On 4 January 2023, an unidentified cult militia killed one person at Ifite-Awka (Awka South, Anambra). Some sources report that the attack is a result of reprisal attacks between cult militias.",Western Africa,New Telegraph,National,2023,South,1,1,Point,,3,7,37,6.2447,7.0903,4104226,20230104
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Anambra,Njikoka,,,,1/10/2023 9:05,NIG29457,29457,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Nawfia,"On 4 January 2023, an unidentified armed group killed a man and abandoned his body in his car in Nawfia (Njikoka, Anambra). The victim was discovered with marks of violence and a suspected gunshot injury.",Western Africa,Daily Post (Nigeria),National,2023,South,1,1,Point,,3,7,37,6.1881,7.0198,4104227,20230104
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Anambra,Awka South,,,Teachers (Nigeria),2/14/2023 9:05,NIG29926,29926,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Awka,"On 7 February 2023, an unidentified armed group shot and killed a university lecturer at his residence in Awka (Awka South, Anambra). The victim attempted to escape when he saw the assailants who shot him four times in the chest. The reason for the attack is unknown.",Western Africa,Blueprint; Daily Trust (Nigeria); Premium Times (Nigeria),National,2023,South,1,1,Point,,3,7,37,6.2101,7.0741,4163561,20230207
Unidentified Cult Militia (Nigeria),Communal militias,Civilians (Nigeria),Anambra,Awka South,,,,1/10/2023 9:05,NIG29439,29439,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Awka,"On 2 January 2023, an unidentified cult militia killed two persons at Ekeh Awka in Awka (Awka South, Anambra) during a cult related reprisal attack and battle for supremacy.",Western Africa,New Telegraph,National,2023,South,2,1,Point,,3,7,37,6.2101,7.0741,4103646,20230102
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Anambra,Ihiala,,,,1/17/2023 9:05,NIG29548,29548,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Eziani,"On 10 January 2023, an unidentified armed group shot and killed four people in Eziani (Ihiala, Anambra). The four victims included a pregnant woman and three other men. They were shot when the assailants entered the community and opened fire sporadically. The police later recovered the corpses of the victims. 4 fatalities reported.",Western Africa,Daily Trust (Nigeria),National,2023,South,4,1,Point,,3,7,37,6.9622,7.5067,4133558,20230110
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Bauchi,Alkaleri,,,,1/24/2023 9:05,NIG29639,29639,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Dan,"On 9 January 2023, an unidentified armed group attacked and killed a 70-year-old man in Dan village, Dan (Alkaleri, Bauchi). The armed group invaded the community, shot the victim repeatedly and fled on sighting the police. 1 fatality reported.",Western Africa,Nigeria Punch,National,2023,North East,1,1,Point,,3,7,37,9.8764,10.1928,4137481,20230109
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Benue,Gwer West,,,,2/7/2023 9:05,NIG29807,29807,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Mbapa,"On 28 January 2023, an unidentified armed group attacked and killed a civilian at his village of Mbapa (Gwer West, Benue).",Western Africa,Daily Trust (Nigeria),National,2023,Centre,1,1,Point,,3,7,37,7.6874,8.1271,4154210,20230128
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Cross River,Biase,,,PRP: People's Redemption Party; Former Government of Nigeria (2015-),2/14/2023 9:05,NIG29924,29924,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Betem,"On 5 February 2023, an unidentified armed group ambushed the convoy of the PRP governorship candidate in Cross River at Betem axis (Biase, Cross River). Two persons were killed and four others were wounded, the candidate who is also a former minister survived. Some sources report that 3 persons were killed, a large number of others were abducted and the car of murdered victims was mistaken to have been that of the governorship candidate, others report that four persons were also abducted and several others were wounded.",Western Africa,Daily Post (Nigeria); Daily Trust (Nigeria); Vanguard (Nigeria),National,2023,South,2,1,Point,,3,7,37,5.5169,8.1778,4162885,20230205
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Delta,Ethiope West,,,,1/10/2023 9:05,NIG29470,29470,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Mosogar,"On 5 January 2023, an unidentified armed group killed one person and abducted another at Mosogar (Ethiope West, Delta). The murdered victim was shot when he resisted being abducted.",Western Africa,Daily Independent (Nigeria); Daily Post (Nigeria),National,2023,South,1,1,Point,,3,7,37,5.8919,5.7429,4104573,20230105
Unidentified Cult Militia (Nigeria),Communal militias,Civilians (Nigeria),Delta,Sapele,,,Sapele Communal Group (Nigeria); Labour Group (Nigeria),1/10/2023 9:05,NIG29460,29460,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Sapele,"On 4 January 2023, an unidentified cult militia killed four persons in Sapele (Sapele, Delta). The victims included a legislative leader in the area, two businessmen and one of their staff. The reason for the attack is unknown.",Western Africa,Daily Independent (Nigeria); Nigeria Punch; Vanguard (Nigeria),National,2023,South,4,1,Point,,3,7,37,5.8941,5.6767,4104230,20230104
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Ebonyi,Abakaliki,,APC: All Progressives Congress,NNPP: New Nigeria Peoples Party,1/17/2023 9:05,NIG29527,29527,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Abakaliki,"On 12 January 2023, an unidentified armed group suspected to be from the APC attacked the NNPP in Abakaliki (Abakaliki, Ebonyi) during the NNPP's grassroots consultation rally. The assailants dismantled the canopies and the public address system arranged by the party. Many NNPP members fled the scene.",Western Africa,Vanguard (Nigeria),National,2023,South,0,1,Point,,3,7,37,6.3163,8.1169,4134216,20230112
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Ebonyi,Ishielu,,,APC: All Progressives Congress,2/28/2023 9:06,NIG30075,30075,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Agba,"On 18 February 2023, an unidentified armed group shot sporadically when they invaded the campaign rally of the APC at Agba ward (Ishielu, Ebonyi). There were no casualties.",Western Africa,Blueprint,National,2023,South,0,1,Point,,3,7,37,6.2456,7.8683,4176871,20230218
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Ebonyi,Afikpo South,,,Women (Nigeria),2/7/2023 9:05,NIG29806,29806,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Owutu,"On 29 January 2023, an unidentified armed group killed the wife of the Ebube Agu commander in Afikpo South LGA at their house in Owutu (Afikpo South, Ebonyi). The assailants also set the commander's house ablaze. [women targeted: relatives of targeted groups or persons]",Western Africa,Guardian (Nigeria),National,2023,South,1,1,Point,,3,7,37,5.8118,7.855,4154522,20230129
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Ebonyi,Ishielu,,,APC: All Progressives Congress,2/28/2023 9:06,NIG30077,30077,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Ezza-Agu,"On 18 February 2023, an unidentified armed group who were 4 in number and masked attacked supporters of the APC during a ward campaign rally at Ezza-Agu ward 1 (Ishielu, Ebonyi). One person was killed, four others were wounded by the assailants who invaded the area on motorcycles and were between 20 to 25 years old.",Western Africa,Blueprint; Daily Independent (Nigeria),National,2023,South,1,1,Point,,3,7,37,6.2682,7.7382,4176872,20230218
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Enugu,Enugu South,,,LP: Labour Party,2/28/2023 9:06,NIG30097,30097,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Amechi,"On 22 February 2023, an unidentified armed group killed the LP senatorial candidate for Enugu East senatorial district and five others at Amechi Awkunanaw (Enugu South, Enugu). The victims were shot at while in the candidate's car and set",Western Africa,Blueprint; Daily Champion; Daily Post (Nigeria),National,2023,South,6,1,Point,,3,7,37,6.3837,7.523,4178170,20230222
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Federal Capital Territory,Bwari,,,,1/17/2023 9:05,NIG29538,29538,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Ushapa,"On 11 January 2023, an unidentified armed group shot and killed a man in Ushapa (Bwari, FCT) and abducted his family members. The victim was reported to have wrestled with the assailants before he was shot. 1 fatality reported.",Western Africa,Daily Independent (Nigeria),National,2023,Centre,1,1,Point,,3,7,37,9.2185,7.4122,4133881,20230111
